證券代碼,年月,週轉率％_月,法人持股%,報酬率％_月
3018 同開,2012/3/30,24.7466,33.33,18.1819
3019 亞光,2012/3/30,42.2939,11.57,-17.7514
3021 鴻名,2012/3/30,1.7883,35.67,4.6152
3022 威強電,2012/3/30,20.979,22.2,-4.6379
3023 信邦,2012/3/30,16.1052,15.68,4.1943
3024 憶聲,2012/3/30,7.8855,18.92,-6.3657
3025 星通,2012/3/30,5.1506,14.71,-4.1959
3026 禾伸堂,2012/3/30,5.1524,30.59,0.6896
3027 盛達,2012/3/30,23.5819,24.3,-7.3358
3028 增你強,2012/3/30,25.375,20.97,10.791
3029 零壹,2012/3/30,25.1847,15.61,-13.7698
3030 德律,2012/3/30,20.8989,19.84,0.7406
3031 佰鴻,2012/3/30,29.7757,33.28,-12.707
3032 偉訓,2012/3/30,3.5668,37.27,-5.28
3033 威健,2012/3/30,6.935,19.35,10.5377
3034 聯詠,2012/3/30,16.5036,69.25,2.1592
3035 智原,2012/3/30,75.74,38.85,-4.0984
3036 文曄,2012/3/30,26.9201,46.76,0.5728
3037 欣興,2012/3/30,13.6209,76.79,-4.9349
3038 全台,2012/3/30,5.1423,6.92,-15.497
3040 遠見,2012/3/30,7.8766,31.21,8.3853
3041 揚智,2012/3/30,67.5054,53.45,-7.8997
3042 晶技,2012/3/30,21.3415,55.92,1.8642
3043 科風,2012/3/30,43.2712,9.09,-15.1259
3044 健鼎,2012/3/30,10.951,82.15,8.1966
3045 台灣大,2012/3/30,3.9503,88.89,-0.5532
3046 建碁,2012/3/30,2.242,37.75,-6.6923
3047 訊舟,2012/3/30,48.9551,13.76,-14.179
3048 益登,2012/3/30,6.8194,14.84,11.8846
3049 和鑫,2012/3/30,42.6714,29.25,-7.3717
3050 鈺德,2012/3/30,11.2188,25.68,-16.6463
3051 力特,2012/3/30,0.6301,4.88,-6.6666
3052 夆典,2012/3/30,12.5124,20.72,10.0001
3054 立萬利,2012/3/30,3.7473,23.03,-12.2374
3055 蔚華科,2012/3/30,2.226,17.96,-11.4755
3056 總太,2012/3/30,49.0818,28.55,4.9469
3057 喬鼎,2012/3/30,26.9315,6.82,-19.3319
3058 立德,2012/3/30,8.1997,12.97,-8.1712
3059 華晶科,2012/3/30,14.1826,51.8,-1.0908
3060 銘異,2012/3/30,22.517,11.6,2.8611
3062 建漢,2012/3/30,13.1728,40.61,-7.5471
3090 日電貿,2012/3/30,9.379,10.46,8.9093
3092 鴻碩,2012/3/30,3.3091,23.67,-9.5407
3094 聯傑,2012/3/30,16.659,10.89,-10.7219
3130 一零四,2012/3/30,1.8052,51.79,0.0001
3138 耀登,2012/3/30,0.1225,57.86,-9.3549
3149 正達,2012/3/30,49.0593,53.08,14.286
3164 景岳,2012/3/30,23.5455,0.97,-19.8862
3167 大量,2012/3/30,2.3266,12.66,14.7727
3189 景碩,2012/3/30,28.3617,85.06,-9.4735
3209 全科,2012/3/30,37.4418,5.63,6.7865
3229 晟鈦,2012/3/30,3.9791,9.56,-4.5716
3231 緯創,2012/3/30,15.2794,77.48,-9.0908
3257 虹冠電,2012/3/30,37.0894,13.38,-4.7541
3266 昇陽,2012/3/30,8.033,55.63,-1.2789
3296 勝德,2012/3/30,30.7744,24.25,-5.4901
3305 昇貿,2012/3/30,9.0901,22.06,-1.6665
3308 聯德,2012/3/30,1.6799,36.29,-15.929
3311 閎暉,2012/3/30,52.5241,66.05,-17.3171
3338 泰碩,2012/3/30,0.2678,6,3.7651
3356 奇偶,2012/3/30,41.6713,35.05,11.6465
3376 新日興,2012/3/30,37.9576,25.15,0.7692
3380 明泰,2012/3/30,23.9467,64.39,2.0325
3383 新世紀,2012/3/30,25.8416,45.49,-12.5807
3406 玉晶光,2012/3/30,146.3073,39.25,-1
3413 京鼎,2012/3/30,1.7463,54.12,-1.1495
3416 融程電,2012/3/30,2.6073,16.85,-1.74
3419 譁裕,2012/3/30,34.8158,7.28,10.1816
3432 台端,2012/3/30,5.3881,23.26,-17.1427
3443 創意,2012/3/30,29.5535,54.71,-4.3102
3450 聯鈞,2012/3/30,69.8207,15.82,-6.7273
3454 晶睿,2012/3/30,57.5516,49.22,6.6399
3481 群創,2012/3/30,12.1378,63.39,-13.2492
3494 誠研,2012/3/30,21.5163,19.52,-12.3949
3501 維熹,2012/3/30,11.5125,51.27,3.6428
3504 揚明光,2012/3/30,81.2913,61.4,13.5267
3515 華擎,2012/3/30,6.7419,76.35,7.6233
3518 柏騰,2012/3/30,9.9452,19.38,-15.2456
3528 安馳,2012/3/30,4.79,5.57,9.6153
3530 晶相光,2012/3/30,0.1374,71.8,-1.626
3532 台勝科,2012/3/30,0.7136,94.98,-12.5152
3533 嘉澤,2012/3/30,42.9592,39.49,-6.3365
3535 晶彩科,2012/3/30,17.904,5.06,-17.4286
3536 誠創,2012/3/30,12.4942,46.65,34.845
3545 敦泰,2012/3/30,52.7847,54.15,-1.0826
3550 聯穎,2012/3/30,4.5518,19.9,0.7353
3557 嘉威,2012/3/30,14.8829,5.54,-18.5841
3563 牧德,2012/3/30,92.6109,22.17,11.0679
3576 聯合再生,2012/3/30,60.1751,17.44,-21.2947
3588 通嘉,2012/3/30,9.7241,22.55,-12.4183
3591 艾笛森,2012/3/30,48.4835,24.31,-13.6429
3593 力銘,2012/3/30,3.414,42.62,-15.2985
3596 智易,2012/3/30,45.6768,47.89,-3.9152
3605 宏致,2012/3/30,22.9077,36.88,-4.9752
3607 谷崧,2012/3/30,23.0726,11.98,-16.0222
3617 碩天,2012/3/30,8.4507,46.23,-10.5767
3622 洋華,2012/3/30,19.9369,44.88,-15.1871
3645 達邁,2012/3/30,56.6446,40.41,8.9374
3653 健策,2012/3/30,38.2919,65.65,-7.1771
3661 世芯-KY,2012/3/30,0.1411,83.4,-1.5626
3665 貿聯-KY,2012/3/30,10.4837,34.72,-3.2457
3669 圓展,2012/3/30,3.797,60.14,-10.4791
3673 TPK-KY,2012/3/30,45.0903,76.42,-3.1439
3679 新至陞,2012/3/30,22.5925,49.51,-3.3456
3682 亞太電,2012/3/30,4.3805,51.96,21.8971
3686 達能,2012/3/30,70.5543,11.42,-17.8423
3694 海華,2012/3/30,46.0451,62.73,-9.1462
3702 大聯大,2012/3/30,8.6989,53.14,-4.0574
3703 欣陸,2012/3/30,3.8553,48.84,-2.5863
3704 合勤控,2012/3/30,24.0835,13.36,1.0725
3705 永信,2012/3/30,3.664,20.84,-3.2407
4104 佳醫,2012/3/30,10.559,47.23,-12.8491
4106 雃博,2012/3/30,6.4664,40.19,-8.8321
4108 懷特,2012/3/30,15.0152,19.67,-3.5322
4119 旭富,2012/3/30,9.8697,64.81,-11.2905
4133 亞諾法,2012/3/30,9.7404,29.06,-9.7865
4142 國光生,2012/3/30,4.539,74.48,-7.0867
4155 訊映,2012/3/30,6.0073,18.04,43.7501
4164 承業醫,2012/3/30,0.8594,68.64,2.1741
4306 炎洲,2012/3/30,15.7168,33.28,5.5867
4414 如興,2012/3/30,6.8156,19.21,-16.8315
4426 利勤,2012/3/30,15.5374,26.4,8.7121
4526 東台,2012/3/30,24.8759,31.34,-1.9547
4532 瑞智,2012/3/30,25.4024,70.91,12.4527
4536 拓凱,2012/3/30,0.0855,3.47,6.4816
4720 德淵,2012/3/30,31.9579,12.82,-2.1406
4722 國精化,2012/3/30,50.5789,34.05,0.5113
4737 華廣,2012/3/30,2.7739,41.49,-4.9197
4739 康普,2012/3/30,6.9465,54.51,-7.2861
4746 台耀,2012/3/30,16.3667,46.69,-7.205
4904 遠傳,2012/3/30,5.6069,97.77,-1.945
4906 正文,2012/3/30,15.7469,24.52,-8.0278
4912 聯德控股-KY,2012/3/30,29.018,26.82,-13.4286
4915 致伸,2012/3/30,1.8714,66.57,-3.7209
4916 事欣科,2012/3/30,2.38,47.65,28.8414
4919 新唐,2012/3/30,26.4668,78.65,18.0725
4927 泰鼎-KY,2012/3/30,26.9793,62.76,1.5689
4934 太極,2012/3/30,8.4918,66.19,-20.3465
4935 茂林-KY,2012/3/30,69.3512,64.84,29.4386
4938 和碩,2012/3/30,16.1035,71.32,14.9998
4942 嘉彰,2012/3/30,23.6882,58.19,-11.011
4952 凌通,2012/3/30,12.4902,61.66,-6.4029
4956 光鋐,2012/3/30,41.4061,36.79,-7.9843
4958 臻鼎-KY,2012/3/30,5.0835,93.48,8.6475
4960 誠美材,2012/3/30,35.0971,77.65,4.3732
4961 天鈺,2012/3/30,2.7407,64.1,-0.5145
4967 十銓,2012/3/30,0.0201,25.8,-2.2857
4968 立積,2012/3/30,0.7473,51.23,-8.0882
4976 佳凌,2012/3/30,1.8508,34.41,2.7779
4994 傳奇,2012/3/30,25.017,20.71,2.1584
4999 鑫禾,2012/3/30,0.1245,36.93,-2.0935
5007 三星,2012/3/30,2.4905,74.6,5.0227
5203 訊連,2012/3/30,8.9422,56.08,-2.8632
5215 科嘉-KY,2012/3/30,65.6952,52.83,43.3271
5234 達興材料,2012/3/30,2.6535,64.14,7.5651
5258 虹堡,2012/3/30,1.0956,46.76,-0.8362
5269 祥碩,2012/3/30,1.929,79.51,43.7269
5306 桂盟,2012/3/30,8.5583,55.78,-1.7198
5388 中磊,2012/3/30,133.5645,46.76,19.0476
5434 崇越,2012/3/30,24.3846,23.45,-1.9965
5469 瀚宇博,2012/3/30,7.8557,58.32,1.49
5471 松翰,2012/3/30,23.9884,30.97,0.9309
5484 慧友,2012/3/30,3.8226,16.73,-8
5515 建國,2012/3/30,12.7513,34.75,7.9998
5519 隆大,2012/3/30,26.4764,50.22,19.5437
5521 工信,2012/3/30,4.3939,10.42,-7.4073
5522 遠雄,2012/3/30,2.5136,89.11,-5.1117
5525 順天,2012/3/30,1.434,48.66,0.0001
5531 鄉林,2012/3/30,6.7971,78.99,-8.0808
5533 皇鼎,2012/3/30,3.9892,27.65,-2.3376
5534 長虹,2012/3/30,11.9536,68.57,1.2029
5607 遠雄港,2012/3/30,9.6535,57.32,-15.0716
5608 四維航,2012/3/30,2.6843,40.76,-3.4604
5706 鳳凰,2012/3/30,30.2981,14.18,-11.1722
5880 合庫金,2012/3/30,1.5221,72.83,-4.1451
5906 台南-KY,2012/3/30,2.6914,89.51,-20.3008
6005 群益證,2012/3/30,2.6696,69.47,-11.9233
6024 群益期,2012/3/30,5.6642,62.86,10.0629
6108 競國,2012/3/30,12.5792,6.64,-0.8791
6112 聚碩,2012/3/30,43.1391,5.06,15.9449
6115 鎰勝,2012/3/30,9.5485,44.46,11.7512
6116 彩晶,2012/3/30,21.6745,30.35,-20.115
6117 迎廣,2012/3/30,2.2786,17.99,-0.0001
6120 達運,2012/3/30,24.2627,38.66,-9.4339
6128 上福,2012/3/30,9.1494,7.06,3.2592
6133 金橋,2012/3/30,2.1968,20.67,-3.0827
6136 富爾特,2012/3/30,5.381,12.19,0.5034
6139 亞翔,2012/3/30,8.1359,46.38,15.0084
6141 柏承,2012/3/30,5.4957,17.71,-6.79
6142 友勁,2012/3/30,15.3193,22.8,-7.327
6152 百一,2012/3/30,23.0979,15.03,-8.2438
6153 嘉聯益,2012/3/30,58.0313,53.18,-20.4356
6155 鈞寶,2012/3/30,2.3324,37.02,3.4653
6164 華興,2012/3/30,19.4968,7.66,-4.9852
6165 浪凡,2012/3/30,3.9754,31.91,-18.8784
6166 凌華,2012/3/30,5.1594,45.62,-3.3707
6168 宏齊,2012/3/30,28.0712,32.58,0.7498
6176 瑞儀,2012/3/30,36.0261,85,0
6177 達麗,2012/3/30,16.401,57.62,16.6308
6183 關貿,2012/3/30,7.3973,54.76,-1.0363
6184 大豐電,2012/3/30,4.4961,32.73,4
6189 豐藝,2012/3/30,7.9457,17.73,9.6196
6191 精成科,2012/3/30,12.5188,55.46,-2.1212
6192 巨路,2012/3/30,35.3898,42.34,2.2292
6196 帆宣,2012/3/30,36.1181,27.43,-7.2615
6197 佳必琪,2012/3/30,15.2139,10.56,-17.5675
6201 亞弘電,2012/3/30,2.5123,12.07,6.2732
6202 盛群,2012/3/30,14.3722,39.66,11.8299
6205 詮欣,2012/3/30,2.1243,20.84,-2.817
6206 飛捷,2012/3/30,9.6643,23.69,4.6243
6209 今國光,2012/3/30,52.7953,19.02,-1.9979
6213 聯茂,2012/3/30,16.3089,40.81,-2.9618
6214 精誠,2012/3/30,2.3921,24.14,-4.8459
6215 和椿,2012/3/30,7.2703,24.08,-1.0489
6216 居易,2012/3/30,39.4438,3.71,39.3259
6224 聚鼎,2012/3/30,17.9453,30.42,-1.2346
6225 天瀚,2012/3/30,2.404,12.65,13.8048
6226 光鼎,2012/3/30,15.2618,5.84,-14.4278
6230 尼得科超眾,2012/3/30,22.4824,6.81,-1.7856
6235 華孚,2012/3/30,34.0727,43.35,7.2917
6239 力成,2012/3/30,87.8142,58.83,-14.6885
6243 迅杰,2012/3/30,42.8224,11.38,4.728
6251 定穎,2012/3/30,15.4216,16.27,-7.971
6257 矽格,2012/3/30,46.7644,30.94,5.4111
6269 台郡,2012/3/30,54.0818,74.89,-8.4292
6271 同欣電,2012/3/30,40.1196,56.14,5.6123
6277 宏正,2012/3/30,5.7043,23.24,-1.8644
6278 台表科,2012/3/30,31.4036,48.66,-10.7893
6281 全國電,2012/3/30,5.1143,51.64,11.7022
6282 康舒,2012/3/30,22.0569,39.97,-8.7532
6283 淳安,2012/3/30,4.2449,34.49,-16.9168
6285 啟碁,2012/3/30,36.615,59.31,-2.5487
6288 聯嘉,2012/3/30,0.5779,69.4,16.0715
6289 華上,2012/3/30,17.2012,33.18,-21.1069
6504 南六,2012/3/30,0.6233,31.59,15.7558
6505 台塑化,2012/3/30,0.4395,97.39,-5.0569
6605 帝寶,2012/3/30,1.9196,56.78,-4.8706
8011 台通,2012/3/30,69.8335,31.53,-16.4707
8016 矽創,2012/3/30,46.8721,23.86,-3.1474
8021 尖點,2012/3/30,4.9224,53.22,-9.8684
8033 雷虎,2012/3/30,8.8738,4.89,3.2256
8039 台虹,2012/3/30,33.2765,43.81,-14.1843
8046 南電,2012/3/30,5.8018,87.14,-12.5846
8070 長華*,2012/3/30,10.0156,57.46,12.404
8072 陞泰,2012/3/30,13.23,46.61,3.6081
8081 致新,2012/3/30,37.4344,57.06,-4.2196
8101 華冠,2012/3/30,38.5461,60.3,-13.5715
8103 瀚荃,2012/3/30,28.1838,26.09,-2.032
8105 凌巨,2012/3/30,10.5767,57.68,-15.8716
8110 華東,2012/3/30,17.3908,57.41,-11.0812
8112 至上,2012/3/30,93.0658,8.88,-2.0889
8114 振樺電,2012/3/30,4.9204,29.55,5.2144
8131 福懋科,2012/3/30,8.4688,80.82,5.2102
8163 達方,2012/3/30,21.1617,43.77,-10.4838
8201 無敵,2012/3/30,54.5244,46.46,5.2517
8210 勤誠,2012/3/30,20.0182,40.86,4.9111
8213 志超,2012/3/30,34.489,40.39,8.8406
8215 明基材,2012/3/30,51.8349,59.99,12.4259
8249 菱光,2012/3/30,15.557,33.79,6.704
8261 富鼎,2012/3/30,15.5359,12.4,-13.5888
8271 宇瞻,2012/3/30,72.1382,20.07,2.5383
8374 羅昇,2012/3/30,45.0001,29.11,13.5624
8404 百和興業-KY,2012/3/30,11.6615,81.74,4.2135
8411 福貞-KY,2012/3/30,1.2593,82.52,-5.6339
8422 可寧衛,2012/3/30,17.4142,31.83,3.4482
8940 新天地,2012/3/30,28.3341,51.02,-1.2611
8996 高力,2012/3/30,31.15,11.47,-5.3641
9902 台火,2012/3/30,16.913,26.92,2.817
9904 寶成,2012/3/30,3.0224,68.87,-1.7241
9905 大華,2012/3/30,7.5774,56.67,5.02
9906 欣巴巴,2012/3/30,0.37,73.09,-0.6249
9907 統一實,2012/3/30,3.4306,66.27,-5.1672
9908 大台北,2012/3/30,3.1602,58.19,0.8066
9910 豐泰,2012/3/30,1.2493,19.13,0.8946
9911 櫻花,2012/3/30,14.9424,31.35,-6.8121
9912 偉聯,2012/3/30,5.4809,46.28,35.0647
9914 美利達,2012/3/30,31.2231,48.77,13.8053
9917 中保科,2012/3/30,1.7025,82.4,1.1569
9918 欣天然,2012/3/30,0.8486,55.89,-0.1679
9919 康那香,2012/3/30,10.5014,37.46,-12.3495
9921 巨大,2012/3/30,6.9788,58.49,2.3714
9924 福興,2012/3/30,6.4839,53.07,4.3836
9925 新保,2012/3/30,5.4189,61.08,1.439
9926 新海,2012/3/30,0.5886,66.88,1.731
9927 泰銘,2012/3/30,1.6678,52.72,-6.3934
9928 中視,2012/3/30,5.2575,69.47,-8.5427
9929 秋雨,2012/3/30,1.4326,3.19,-11.2717
9930 中聯資源,2012/3/30,3.0206,79.02,6.6668
9931 欣高,2012/3/30,0.6591,64.83,-6.6668
9933 中鼎,2012/3/30,5.8407,88.73,2.4107
9934 成霖,2012/3/30,8.003,56.19,-7.4889
9935 慶豐富,2012/3/30,2.1318,9.86,-16.0689
9937 全國,2012/3/30,2.0599,53.19,7.6005
9938 百和,2012/3/30,6.28,29.8,-1.0705
9939 宏全,2012/3/30,9.8477,62.45,-3.3237
9940 信義,2012/3/30,2.2469,70.48,5.6181
9941 裕融,2012/3/30,13.3202,78.19,-10.2189
9942 茂順,2012/3/30,4.7835,23.6,3.9695
9943 好樂迪,2012/3/30,7.3284,63.58,-1.9506
9944 新麗,2012/3/30,3.2062,53.21,-1.1183
9945 潤泰新,2012/3/30,27.1036,79.29,11.1109
9946 三發地產,2012/3/30,2.8194,46.23,3.8216
9955 佳龍,2012/3/30,3.0571,14.48,-13.1963
9958 世紀鋼,2012/3/30,1.7491,47.3,-9.8532
1101 台泥,2012/6/29,3.5519,74.76,4.7406
1102 亞泥,2012/6/29,2.3149,79.6,5.049
1103 嘉泥,2012/6/29,2.4016,52.95,2.6516
1104 環泥,2012/6/29,0.8503,44.79,-2.2556
1108 幸福,2012/6/29,1.8518,46.03,0.6634
1109 信大,2012/6/29,0.2753,10.5,-0.9569
1110 東泥,2012/6/29,0.3191,72.12,-1.2552
1201 味全,2012/6/29,3.5786,54.27,-7.5268
1203 味王,2012/6/29,0.4529,65.88,-2.2614
1210 大成,2012/6/29,2.6443,58.79,-2.4433
1215 卜蜂,2012/6/29,1.474,43.61,-1.8585
1216 統一,2012/6/29,2.8899,63.23,6.0132
1217 愛之味,2012/6/29,3.9904,27.47,-2.4022
1218 泰山,2012/6/29,3.8374,22.42,-0.6603
1219 福壽,2012/6/29,0.2944,21.91,0.99
1220 台榮,2012/6/29,0.6483,24.98,0.0001
1225 福懋油,2012/6/29,1.2446,36.69,-1.5383
1227 佳格,2012/6/29,8.2329,30.96,-5.9406
1229 聯華,2012/6/29,2.6139,51.45,2.5496
1231 聯華食,2012/6/29,3.4152,32.74,2.1397
1232 大統益,2012/6/29,0.5776,81.49,-0.3907
1233 天仁,2012/6/29,0.6391,38.71,2.9045
1234 黑松,2012/6/29,2.3125,33.83,3.0136
1235 興泰,2012/6/29,1.4421,53.46,-0.2174
1236 宏亞,2012/6/29,0.6924,26.29,1.9736
1301 台塑,2012/6/29,2.5222,74.39,2.1769
1303 南亞,2012/6/29,1.9822,72.28,1.9085
1304 台聚,2012/6/29,2.4049,55.1,1.9046
1305 華夏,2012/6/29,14.6934,55.33,5.269
1307 三芳,2012/6/29,0.6026,50.36,2.8447
1308 亞聚,2012/6/29,2.8117,54.56,1.4492
1309 台達化,2012/6/29,2.2932,52.52,3.3981
1310 台苯,2012/6/29,1.6208,21.48,-3.7425
1312 國喬,2012/6/29,6.5083,50.76,7.3771
1313 聯成,2012/6/29,2.9013,64.4,1.5771
1314 中石化,2012/6/29,24.7181,52.29,-0.1996
1315 達新,2012/6/29,1.1468,42.13,-0.6757
1316 上曜,2012/6/29,15.0781,13.64,1.6668
1319 東陽,2012/6/29,2.8977,51.59,2.491
1321 大洋,2012/6/29,0.845,16.26,-4.6188
1323 永裕,2012/6/29,14.7473,18.11,11.264
1324 地球,2012/6/29,0.8,9.5,-2.5425
1325 恒大,2012/6/29,2.1821,29.61,-0.6117
1326 台化,2012/6/29,2.1413,77.63,-0.7594
1337 再生-KY,2012/6/29,8.2347,89.85,2.1852
1338 廣華-KY,2012/6/29,0.3016,41.45,0.9347
1339 昭輝,2012/6/29,1.9037,47.68,4.4659
1402 遠東新,2012/6/29,3.4101,85.04,4.3045
1409 新纖,2012/6/29,2.5229,48.59,-4.4693
1410 南染,2012/6/29,2.3267,22.65,-2.4999
1413 宏洲,2012/6/29,0.4865,17.27,-3.7039
1414 東和,2012/6/29,8.1059,23.07,6.2134
1416 廣豐,2012/6/29,2.6707,25.16,-1.8586
1417 嘉裕,2012/6/29,7.1991,27.74,-2.1781
1418 東華,2012/6/29,0.88,27.68,-16.1038
1419 新紡,2012/6/29,1.4875,76.42,-1.4706
1423 利華,2012/6/29,2.2166,35.32,-1.4186
1432 大魯閣,2012/6/29,7.9524,65.43,-6.7998
1434 福懋,2012/6/29,1.4776,74.48,-1.8313
1435 中福,2012/6/29,1.4859,20.54,-3.7251
1436 華友聯,2012/6/29,1.2204,55.99,3.5586
1437 勤益控,2012/6/29,1.1438,22.18,-2.4196
1438 三地開發,2012/6/29,0.0518,21.06,-2.8571
1439 中和,2012/6/29,8.988,51.32,15.2542
1440 南紡,2012/6/29,2.4972,27.4,-1.1812
1441 大東,2012/6/29,5.1084,27.27,4.9502
1442 名軒,2012/6/29,1.8467,30.18,-3.3458
1443 立益,2012/6/29,1.4423,13.58,-5.3452
1444 力麗,2012/6/29,4.0649,45.87,-8.6208
1445 大宇,2012/6/29,0.7687,21.37,1.2345
1446 宏和,2012/6/29,2.7204,42.93,1.1999
1447 力鵬,2012/6/29,2.7095,58,1.3919
1449 佳和,2012/6/29,0.0999,26.58,-5.4348
1451 年興,2012/6/29,1.8712,47.15,2.6316
1452 宏益,2012/6/29,1.1135,15.44,0.8947
1453 大將,2012/6/29,0.6354,31.47,-1.0478
1454 台富,2012/6/29,0.697,22.31,-0.4099
1455 集盛,2012/6/29,4.1729,12.73,-6.2998
1456 怡華,2012/6/29,0.1421,12.22,-7.1007
1457 宜進,2012/6/29,2.4261,30.56,-3.1645
1459 聯發,2012/6/29,0.703,57.63,-1.5891
1460 宏遠,2012/6/29,4.05,59.77,-3.5673
1463 強盛,2012/6/29,7.7167,25.58,3.98
1464 得力,2012/6/29,0.5819,44.33,7.8554
1465 偉全,2012/6/29,1.3412,12.01,-1.805
1466 聚隆,2012/6/29,6.1074,18.21,-0.0001
1467 南緯,2012/6/29,1.2631,6.76,-2.3043
1468 昶和,2012/6/29,0.346,53.39,1.9523
1470 大統新創,2012/6/29,0.485,25.01,-0.8475
1471 首利,2012/6/29,4.2761,20.06,-4.0178
1472 三洋實業,2012/6/29,2.4454,10.63,8.6842
1473 台南,2012/6/29,3.0847,61.31,-9.0909
1474 弘裕,2012/6/29,1.0988,29.52,-0.142
1475 業旺,2012/6/29,0.3961,95.63,15.1685
1476 儒鴻,2012/6/29,5.9037,36.64,-0.7154
1477 聚陽,2012/6/29,7.5528,42.45,1.0517
1503 士電,2012/6/29,0.662,68,-1.2656
1504 東元,2012/6/29,5.4765,52.07,-4.9261
1506 正道,2012/6/29,1.5374,53.1,-0.8033
1507 永大,2012/6/29,2.615,68.82,4.6026
1512 瑞利,2012/6/29,0.835,27.87,1.2129
1513 中興電,2012/6/29,2.3838,46.52,-0.8824
1514 亞力,2012/6/29,3.1363,11.48,-1.9418
1515 力山,2012/6/29,1.1928,15.82,-0.3974
1516 川飛,2012/6/29,0.6202,12.12,-8.8889
1517 利奇,2012/6/29,5.0315,8.9,2.0244
1519 華城,2012/6/29,1.4116,11.69,-2.456
1521 大億,2012/6/29,2.3613,80.6,4.2357
1522 堤維西,2012/6/29,0.8853,51.96,-0.0001
1524 耿鼎,2012/6/29,1.0695,12.63,0.1774
1525 江申,2012/6/29,3.4067,79.09,-0.6565
1526 日馳,2012/6/29,0.998,35.36,-0.978
1527 鑽全,2012/6/29,2.244,24.26,7.2599
1528 恩德,2012/6/29,1.8124,14.44,-0.0001
1529 樂士,2012/6/29,0.2747,31.47,-21.5686
1530 亞崴,2012/6/29,1.1922,52.34,3.1249
1531 高林股,2012/6/29,3.8711,33.35,-5.7941
1532 勤美,2012/6/29,1.2611,26.66,-0.8129
1533 車王電,2012/6/29,0.7748,16.84,-5.8334
1535 中宇,2012/6/29,1.4162,82.91,1.8809
1536 和大,2012/6/29,5.8831,21.13,3.9087
1537 廣隆,2012/6/29,11.6602,25.17,9.5662
1538 正峰,2012/6/29,6.4466,2.47,-4.8781
1539 巨庭,2012/6/29,0.6609,43.69,-4.3476
1540 喬福,2012/6/29,2.0802,9.78,0.6946
1541 錩泰,2012/6/29,0.5685,19.94,-3.6036
1558 伸興,2012/6/29,3.4547,10.47,-0.0001
1560 中砂,2012/6/29,7.5553,25.11,1.7241
1568 倉佑,2012/6/29,0.3132,58.93,4
1582 信錦,2012/6/29,14.0649,14.51,1.0179
1583 程泰,2012/6/29,0.7388,25.86,0.4366
1590 亞德客-KY,2012/6/29,3.906,79.69,2.4098
1597 直得,2012/6/29,2.361,11.04,4.8484
1598 岱宇,2012/6/29,0.0509,43.14,-13.0951
1604 聲寶,2012/6/29,5.0302,18.91,-2.1788
1605 華新,2012/6/29,3.8672,37.05,4.6954
1608 華榮,2012/6/29,2.6099,30.65,-1.2423
1609 大亞,2012/6/29,1.3498,16.17,-0.8207
1611 中電,2012/6/29,2.4759,46.16,-1.467
1612 宏泰,2012/6/29,1.5135,26.79,-3.7075
1614 三洋電,2012/6/29,0.7356,64,-1.6245
1615 大山,2012/6/29,0.5614,40.87,0.0001
1616 億泰,2012/6/29,1.3701,16.84,2.519
1617 榮星,2012/6/29,0.7009,64.62,-4.2663
1618 合機,2012/6/29,1.6731,44.26,0.4998
1701 中化,2012/6/29,8.969,23.8,2.2795
1702 南僑,2012/6/29,6.1809,28.83,2.482
1707 葡萄王,2012/6/29,20.1651,14.06,7.0745
1708 東鹼,2012/6/29,4.0478,31.46,-1.9878
1709 和益,2012/6/29,1.4827,49.08,-5.3863
1710 東聯,2012/6/29,5.9127,72.7,1.1269
1711 永光,2012/6/29,2.6129,12.28,-3.6842
1712 興農,2012/6/29,2.3378,13.13,1.5446
1713 國化,2012/6/29,0.793,39.98,-0.0001
1714 和桐,2012/6/29,2.0525,42.82,-3.79
1717 長興,2012/6/29,1.8666,36.71,3.9427
1718 中纖,2012/6/29,1.5176,46.27,-2.0542
1720 生達,2012/6/29,2.7384,12.31,0.4151
1721 三晃,2012/6/29,1.7957,10.07,-5.0128
1722 台肥,2012/6/29,4.2076,81.91,-1.5849
1723 中碳,2012/6/29,4.59,65.08,0.7435
1725 元禎,2012/6/29,0.3008,92.15,14.074
1726 永記,2012/6/29,0.8846,36.22,0.9138
1727 中華化,2012/6/29,3.5523,6.19,1.9445
1730 花仙子,2012/6/29,14.9324,21.95,1.9944
1731 美吾華,2012/6/29,5.9602,33.52,-1.9012
1732 毛寶,2012/6/29,3.1807,20.32,0.3598
1733 五鼎,2012/6/29,11.8202,31.98,-1.3316
1734 杏輝,2012/6/29,5.0179,11.02,-1.4463
1735 日勝化,2012/6/29,0.5426,25.49,0.4808
1736 喬山,2012/6/29,3.5951,17.81,17.2697
1737 臺鹽,2012/6/29,3.218,46.82,5.5961
1752 南光,2012/6/29,12,34.88,3.4249
1760 寶齡富錦,2012/6/29,0.0501,43.71,-2.2223
1762 中化生,2012/6/29,15.869,48.38,-2.0306
1773 勝一,2012/6/29,2.1056,51.96,0.9325
1776 展宇,2012/6/29,0.0218,25.67,0.5556
1783 和康生,2012/6/29,0.1608,58.06,0.3307
1786 科妍,2012/6/29,0.305,23.23,1.2239
1789 神隆,2012/6/29,5.2989,79.82,6.0076
1795 美時,2012/6/29,5.6526,14.14,2.6201
1802 台玻,2012/6/29,3.2788,80.55,-10.3758
1805 寶徠,2012/6/29,0.7202,15.1,-3.7499
